TicketID,TruckModel,Region,Priority,Subject,Description,Category
DT01434,eActros,Brazil,High,Infotainment,Display screen frozen during operation,Infotainment
DT01435,Axor,South Africa,Low,Infotainment,Audio system intermittent failure,Infotainment
DT01436,Actros,India,Medium,Infotainment,Navigation system displaying incorrect routes,Infotainment
DT01437,Arocs,Germany,High,Infotainment,Radio not functioning properly,Infotainment
DT01438,Atego,USA,Low,Infotainment,Bluetooth connectivity issue,Infotainment
DT01439,eActros,Brazil,Medium,Infotainment,Display screen frozen during operation,Infotainment
DT01440,Axor,South Africa,High,Infotainment,Audio system intermittent failure,Infotainment
DT01441,Actros,India,Low,Infotainment,Navigation system displaying incorrect routes,Infotainment
DT01442,Arocs,Germany,Medium,Infotainment,Radio not functioning properly,Infotainment
DT01443,Atego,USA,High,Infotainment,Bluetooth connectivity issue,Infotainment
DT01444,eActros,Brazil,Low,Infotainment,Display screen frozen during operation,Infotainment
DT01445,Axor,South Africa,Medium,Infotainment,Audio system intermittent failure,Infotainment
DT01446,Actros,India,High,Infotainment,Navigation system displaying incorrect routes,Infotainment
DT01447,Arocs,Germany,Low,Infotainment,Radio not functioning properly,Infotainment
DT01448,Atego,USA,Medium,Infotainment,Bluetooth connectivity issue,Infotainment
DT01449,eActros,Brazil,High,Infotainment,Display screen frozen during operation,Infotainment
DT01450,Axor,South Africa,Low,Infotainment,Audio system intermittent failure,Infotainment
DT01451,Actros,India,Medium,Infotainment,Navigation system displaying incorrect routes,Infotainment
DT01452,Arocs,Germany,High,Infotainment,Radio not functioning properly,Infotainment
DT01453,Atego,USA,Low,Infotainment,Bluetooth connectivity issue,Infotainment
DT01454,eActros,Brazil,Medium,Infotainment,Display screen frozen during operation,Infotainment
DT01455,Axor,South Africa,High,Infotainment,Audio system intermittent failure,Infotainment
DT01456,Actros,India,Low,Infotainment,Navigation system displaying incorrect routes,Infotainment
DT01457,Arocs,Germany,Medium,Infotainment,Radio not functioning properly,Infotainment
DT01458,Atego,USA,High,Infotainment,Bluetooth connectivity issue,Infotainment
DT01459,eActros,Brazil,Low,Infotainment,Display screen frozen during operation,Infotainment
DT01460,Axor,South Africa,Medium,Infotainment,Audio system intermittent failure,Infotainment
DT01461,Actros,India,High,Infotainment,Navigation system displaying incorrect routes,Infotainment
DT01462,Arocs,Germany,Low,Infotainment,Radio not functioning properly,Infotainment
DT01463,Atego,USA,Medium,Infotainment,Bluetooth connectivity issue,Infotainment
DT01464,eActros,Brazil,High,Infotainment,Display screen frozen during operation,Infotainment
DT01465,Axor,South Africa,Low,Infotainment,Audio system intermittent failure,Infotainment
DT01466,Actros,India,Medium,Infotainment,Navigation system displaying incorrect routes,Infotainment
DT01467,Arocs,Germany,High,Infotainment,Radio not functioning properly,Infotainment
DT01468,Atego,USA,Low,Infotainment,Bluetooth connectivity issue,Infotainment
DT01469,eActros,Brazil,Medium,Infotainment,Display screen frozen during operation,Infotainment
DT01470,Axor,South Africa,High,Infotainment,Audio system intermittent failure,Infotainment
DT01471,Actros,India,Low,Infotainment,Navigation system displaying incorrect routes,Infotainment
DT01472,Arocs,Germany,Medium,Infotainment,Radio not functioning properly,Infotainment
DT01473,Atego,USA,High,Infotainment,Bluetooth connectivity issue,Infotainment
DT01474,eActros,Brazil,Low,Infotainment,Display screen frozen during operation,Infotainment
DT01475,Axor,South Africa,Medium,Infotainment,Audio system intermittent failure,Infotainment
DT01476,Actros,India,High,Infotainment,Navigation system displaying incorrect routes,Infotainment
DT01477,Arocs,Germany,Low,Infotainment,Radio not functioning properly,Infotainment
DT01478,Atego,USA,Medium,Infotainment,Bluetooth connectivity issue,Infotainment
DT01479,eActros,Brazil,High,Infotainment,Display screen frozen during operation,Infotainment
DT01480,Axor,South Africa,Low,Infotainment,Audio system intermittent failure,Infotainment
DT01481,Actros,India,Medium,Infotainment,Navigation system displaying incorrect routes,Infotainment
DT01482,Arocs,Germany,High,Infotainment,Radio not functioning properly,Infotainment
DT01483,Atego,USA,Low,Infotainment,Bluetooth connectivity issue,Infotainment
DT01484,eActros,Brazil,Medium,Infotainment,Display screen frozen during operation,Infotainment
DT01485,Axor,South Africa,High,Infotainment,Audio system intermittent failure,Infotainment
DT01486,Actros,India,Low,Infotainment,Navigation system displaying incorrect routes,Infotainment
DT01487,Arocs,Germany,Medium,Infotainment,Radio not functioning properly,Infotainment
DT01488,Atego,USA,High,Infotainment,Bluetooth connectivity issue,Infotainment
DT01489,eActros,Brazil,Low,Infotainment,Display screen frozen during operation,Infotainment
DT01490,Axor,South Africa,Medium,Infotainment,Audio system intermittent failure,Infotainment
DT01491,Actros,India,High,Infotainment,Navigation system displaying incorrect routes,Infotainment
DT01492,Arocs,Germany,Low,Infotainment,Radio not functioning properly,Infotainment
DT01493,Atego,USA,Medium,Infotainment,Bluetooth connectivity issue,Infotainment
DT01494,eActros,Brazil,High,Infotainment,Display screen frozen during operation,Infotainment
DT01495,Axor,South Africa,Low,Infotainment,Audio system intermittent failure,Infotainment
DT01496,Actros,India,Medium,Infotainment,Navigation system displaying incorrect routes,Infotainment
DT01497,Arocs,Germany,High,Infotainment,Radio not functioning properly,Infotainment
DT01498,Atego,USA,Low,Infotainment,Bluetooth connectivity issue,Infotainment
DT01499,eActros,Brazil,Medium,Infotainment,Display screen frozen during operation,Infotainment
DT01500,Axor,South Africa,High,Infotainment,Audio system intermittent failure,Infotainment
